4113	1.302764e-07	-4.453527e-06	-3.529433e-06	9809
12369	1.298889e-07	-4.453524e-06	-3.529451e-06	9809
20625	1.295014e-07	-4.453521e-06	-3.529469e-06	9809
28881	1.291138e-07	-4.453518e-06	-3.529488e-06	9809
37137	1.287263e-07	-4.453515e-06	-3.529506e-06	9809
45393	1.283388e-07	-4.453512e-06	-3.529524e-06	9809
53649	1.279513e-07	-4.453509e-06	-3.529542e-06	9809
61905	1.275637e-07	-4.453505e-06	-3.529560e-06	9809
70161	1.271762e-07	-4.453502e-06	-3.529577e-06	9809
78417	1.267886e-07	-4.453499e-06	-3.529595e-06	9809
86673	1.264011e-07	-4.453496e-06	-3.529613e-06	9809
94929	1.260135e-07	-4.453493e-06	-3.529631e-06	9809
103185	1.256260e-07	-4.453490e-06	-3.529648e-06	9809
111441	1.252384e-07	-4.453487e-06	-3.529666e-06	9809
119697	1.248509e-07	-4.453484e-06	-3.529684e-06	9809
127953	1.244633e-07	-4.453481e-06	-3.529701e-06	9809
136209	1.240757e-07	-4.453478e-06	-3.529718e-06	9809
144465	1.236882e-07	-4.453475e-06	-3.529736e-06	9809
152721	1.233006e-07	-4.453472e-06	-3.529753e-06	9809
160977	1.229130e-07	-4.453469e-06	-3.529771e-06	9809
169233	1.225255e-07	-4.453466e-06	-3.529788e-06	9809
177489	1.221379e-07	-4.453463e-06	-3.529805e-06	9809
185745	1.217503e-07	-4.453460e-06	-3.529822e-06	9809
194001	1.213627e-07	-4.453457e-06	-3.529839e-06	9809
202257	1.209751e-07	-4.453454e-06	-3.529856e-06	9809
210513	1.205876e-07	-4.453451e-06	-3.529873e-06	9809
218769	1.202000e-07	-4.453449e-06	-3.529890e-06	9809
227025	1.198124e-07	-4.453446e-06	-3.529907e-06	9809
235281	1.194248e-07	-4.453443e-06	-3.529923e-06	9809
243537	1.190372e-07	-4.453440e-06	-3.529940e-06	9809
251793	1.186496e-07	-4.453437e-06	-3.529957e-06	9809
260049	1.182620e-07	-4.453434e-06	-3.529973e-06	9809
268305	1.178744e-07	-4.453431e-06	-3.529990e-06	9809
276561	1.174868e-07	-4.453429e-06	-3.530006e-06	9809
284817	1.170992e-07	-4.453426e-06	-3.530023e-06	9809
293073	1.167116e-07	-4.453423e-06	-3.530039e-06	9809
301329	1.163240e-07	-4.453420e-06	-3.530055e-06	9809
309585	1.159363e-07	-4.453417e-06	-3.530072e-06	9809
317841	1.155487e-07	-4.453414e-06	-3.530088e-06	9809
326097	1.151611e-07	-4.453412e-06	-3.530104e-06	9809
334353	1.147735e-07	-4.453409e-06	-3.530120e-06	9809
342609	1.143859e-07	-4.453406e-06	-3.530136e-06	9809
350865	1.139982e-07	-4.453404e-06	-3.530152e-06	9809
359121	1.136106e-07	-4.453401e-06	-3.530168e-06	9809
